id;date;journal_id/id;name;period_id/id;line_id/account_id/id;line_id/date;line_id/name;line_id/credit;line_id/debit;line_id/journal_id/id;line_id/period_id/id
831;2015-9-1;__export__.account_journal_5;1;__export__.account_period_10;__export__.account_account_203;2015-9-1;participation au projet RIC;;2000;__export__.account_journal_5;__export__.account_period_10
;;;;;__export__.account_account_134;2015-9-1;participation au projet RIC;2000;;__export__.account_journal_5;__export__.account_period_10
832;2015-9-1;__export__.account_journal_5;1;__export__.account_period_10;__export__.account_account_203;2015-9-1;Depôt - RCSO Citi Zen;;1600;__export__.account_journal_5;__export__.account_period_10
;;;;;__export__.account_account_134;2015-9-1;Depôt - RCSO Citi Zen;1600;;__export__.account_journal_5;__export__.account_period_10
833;2015-9-1;__export__.account_journal_5;1;__export__.account_period_10;__export__.account_account_203;2015-9-1;Réalisation du projet CTI;;25200;__export__.account_journal_5;__export__.account_period_10
;;;;;__export__.account_account_134;2015-9-1;Réalisation du projet CTI;25200;;__export__.account_journal_5;__export__.account_period_10
834;2015-9-1;__export__.account_journal_5;1;__export__.account_period_10;__export__.account_account_203;2015-9-1;Reserve - RCSO Citi Zen;;4000;__export__.account_journal_5;__export__.account_period_10
;;;;;__export__.account_account_134;2015-9-1;Reserve - RCSO Citi Zen;4000;;__export__.account_journal_5;__export__.account_period_10
835;2015-9-1;__export__.account_journal_5;1;__export__.account_period_10;__export__.account_account_203;2015-9-1;Reserve - 40818 CRUS, DLCM;;8000;__export__.account_journal_5;__export__.account_period_10
;;;;;__export__.account_account_134;2015-9-1;Reserve - 40818 CRUS, DLCM;8000;;__export__.account_journal_5;__export__.account_period_10
850;2015-9-1;__export__.account_journal_5;1;__export__.account_period_10;__export__.account_account_204;2015-9-1;36797-Réalisation Projet CTI H1N1;;3600;__export__.account_journal_5;__export__.account_period_10
;;;;;__export__.account_account_134;2015-9-1;36797-Réalisation Projet CTI H1N1;3600;;__export__.account_journal_5;__export__.account_period_10
851;2015-9-1;__export__.account_journal_5;1;__export__.account_period_10;__export__.account_account_204;2015-9-1;33239-Réalisation Projet FNS PRN 66;;5200;__export__.account_journal_5;__export__.account_period_10
;;;;;__export__.account_account_134;2015-9-1;33239-Réalisation Projet FNS PRN 66;5200;;__export__.account_journal_5;__export__.account_period_10
856;2015-9-1;__export__.account_journal_5;1;__export__.account_period_10;__export__.account_account_205;2015-9-1;37216-Réalisation CTI Ecological Waste Management;;16800;__export__.account_journal_5;__export__.account_period_10
;;;;;__export__.account_account_134;2015-9-1;37216-Réalisation CTI Ecological Waste Management;16800;;__export__.account_journal_5;__export__.account_period_10
885;2015-9-1;__export__.account_journal_5;1;__export__.account_period_10;__export__.account_account_206;2015-9-1;48245-Etat Genève : Cté pratiques Caplink 14-15;;400;__export__.account_journal_5;__export__.account_period_10
;;;;;__export__.account_account_134;2015-9-1;48245-Etat Genève : Cté pratiques Caplink 14-15;400;;__export__.account_journal_5;__export__.account_period_10
896;2015-9-1;__export__.account_journal_5;1;__export__.account_period_10;__export__.account_account_206;2015-9-1;Formation diagnostic organisationel pour RH EGE;;400;__export__.account_journal_5;__export__.account_period_10
;;;;;__export__.account_account_134;2015-9-1;Formation diagnostic organisationel pour RH EGE;400;;__export__.account_journal_5;__export__.account_period_10
962;2015-9-1;__export__.account_journal_5;1;__export__.account_period_10;__export__.account_account_207;2015-9-1;40807 -Projet SNF nextpresso;;20280;__export__.account_journal_5;__export__.account_period_10
;;;;;__export__.account_account_134;2015-9-1;40807 -Projet SNF nextpresso;20280;;__export__.account_journal_5;__export__.account_period_10
972;2015-9-1;__export__.account_journal_5;1;__export__.account_period_10;__export__.account_account_208;2015-9-1;36797 - Projet FNS H1N1 Pandemic;;0;__export__.account_journal_5;__export__.account_period_10
;;;;;__export__.account_account_134;2015-9-1;36797 - Projet FNS H1N1 Pandemic;0;;__export__.account_journal_5;__export__.account_period_10
996;2015-9-1;__export__.account_journal_5;1;__export__.account_period_10;__export__.account_account_209;2015-9-1;N° Sagex a compléter – WeCan.fund;;0;__export__.account_journal_5;__export__.account_period_10
;;;;;__export__.account_account_134;2015-9-1;N° Sagex a compléter – WeCan.fund;0;;__export__.account_journal_5;__export__.account_period_10
998;2015-9-1;__export__.account_journal_5;1;__export__.account_period_10;__export__.account_account_209;2015-9-1;Dépôt CTI;;0;__export__.account_journal_5;__export__.account_period_10
;;;;;__export__.account_account_134;2015-9-1;Dépôt CTI;0;;__export__.account_journal_5;__export__.account_period_10
999;2015-9-1;__export__.account_journal_5;1;__export__.account_period_10;__export__.account_account_209;2015-9-1;Mandat Kalaidos Univ Applied Sces (14/15-15/16);;0;__export__.account_journal_5;__export__.account_period_10
;;;;;__export__.account_account_134;2015-9-1;Mandat Kalaidos Univ Applied Sces (14/15-15/16);0;;__export__.account_journal_5;__export__.account_period_10
1022;2015-9-1;__export__.account_journal_5;1;__export__.account_period_10;__export__.account_account_210;2015-9-1;réalisation de Calliopê;;11600;__export__.account_journal_5;__export__.account_period_10
;;;;;__export__.account_account_134;2015-9-1;réalisation de Calliopê;11600;;__export__.account_journal_5;__export__.account_period_10
1023;2015-9-1;__export__.account_journal_5;1;__export__.account_period_10;__export__.account_account_210;2015-9-1;création de réseau de contact;;6000;__export__.account_journal_5;__export__.account_period_10
;;;;;__export__.account_account_134;2015-9-1;création de réseau de contact;6000;;__export__.account_journal_5;__export__.account_period_10
1024;2015-9-1;__export__.account_journal_5;1;__export__.account_period_10;__export__.account_account_210;2015-9-1;dépôt de projet;;4800;__export__.account_journal_5;__export__.account_period_10
;;;;;__export__.account_account_134;2015-9-1;dépôt de projet;4800;;__export__.account_journal_5;__export__.account_period_10
1025;2015-9-1;__export__.account_journal_5;1;__export__.account_period_10;__export__.account_account_210;2015-9-1;participation comité de lecture de pub;;1600;__export__.account_journal_5;__export__.account_period_10
;;;;;__export__.account_account_134;2015-9-1;participation comité de lecture de pub;1600;;__export__.account_journal_5;__export__.account_period_10
1026;2015-9-1;__export__.account_journal_5;1;__export__.account_period_10;__export__.account_account_210;2015-9-1;lancement de Reputation Mechanisms;;3200;__export__.account_journal_5;__export__.account_period_10
;;;;;__export__.account_account_134;2015-9-1;lancement de Reputation Mechanisms;3200;;__export__.account_journal_5;__export__.account_period_10
1051;2015-9-1;__export__.account_journal_5;1;__export__.account_period_10;__export__.account_account_211;2015-9-1;28830 - Projet Leading House II (solde valorisat°);;4400;__export__.account_journal_5;__export__.account_period_10
;;;;;__export__.account_account_134;2015-9-1;28830 - Projet Leading House II (solde valorisat°);4400;;__export__.account_journal_5;__export__.account_period_10
1052;2015-9-1;__export__.account_journal_5;1;__export__.account_period_10;__export__.account_account_211;2015-9-1;40948 - Réalisation Projet Lives;;8000;__export__.account_journal_5;__export__.account_period_10
;;;;;__export__.account_account_134;2015-9-1;40948 - Réalisation Projet Lives;8000;;__export__.account_journal_5;__export__.account_period_10
1053;2015-9-1;__export__.account_journal_5;1;__export__.account_period_10;__export__.account_account_211;2015-9-1;Dépôt new projet fondat° privée Qualifm insert°Jeu;;4800;__export__.account_journal_5;__export__.account_period_10
;;;;;__export__.account_account_134;2015-9-1;Dépôt new projet fondat° privée Qualifm insert°Jeu;4800;;__export__.account_journal_5;__export__.account_period_10
1054;2015-9-1;__export__.account_journal_5;1;__export__.account_period_10;__export__.account_account_211;2015-9-1;Comité de rédaction de conférences et de journaux;;1600;__export__.account_journal_5;__export__.account_period_10
;;;;;__export__.account_account_134;2015-9-1;Comité de rédaction de conférences et de journaux;1600;;__export__.account_journal_5;__export__.account_period_10
1055;2015-9-1;__export__.account_journal_5;1;__export__.account_period_10;__export__.account_account_211;2015-9-1;Réalisation de mandat Ville de GE et canton de GE;;7200;__export__.account_journal_5;__export__.account_period_10
;;;;;__export__.account_account_134;2015-9-1;Réalisation de mandat Ville de GE et canton de GE;7200;;__export__.account_journal_5;__export__.account_period_10
1058;2015-9-1;__export__.account_journal_5;1;__export__.account_period_10;__export__.account_account_211;2015-9-1;Socle Recherche HEG;;3360;__export__.account_journal_5;__export__.account_period_10
;;;;;__export__.account_account_134;2015-9-1;Socle Recherche HEG;3360;;__export__.account_journal_5;__export__.account_period_10
1062;2015-9-1;__export__.account_journal_5;1;__export__.account_period_10;__export__.account_account_212;2015-9-1;Cours de Statistiques Passerelle EHG;;1600;__export__.account_journal_5;__export__.account_period_10
;;;;;__export__.account_account_134;2015-9-1;Cours de Statistiques Passerelle EHG;1600;;__export__.account_journal_5;__export__.account_period_10
1089;2015-9-1;__export__.account_journal_5;1;__export__.account_period_10;__export__.account_account_213;2015-9-1;Mandat DIP + GE + VS;;1200;__export__.account_journal_5;__export__.account_period_10
;;;;;__export__.account_account_134;2015-9-1;Mandat DIP + GE + VS;1200;;__export__.account_journal_5;__export__.account_period_10
1133;2015-9-1;__export__.account_journal_5;1;__export__.account_period_10;__export__.account_account_214;2015-9-1;Publication;;1600;__export__.account_journal_5;__export__.account_period_10
;;;;;__export__.account_account_134;2015-9-1;Publication;1600;;__export__.account_journal_5;__export__.account_period_10
1138;2015-9-1;__export__.account_journal_5;1;__export__.account_period_10;__export__.account_account_214;2015-9-1;Comité de lecture;;1600;__export__.account_journal_5;__export__.account_period_10
;;;;;__export__.account_account_134;2015-9-1;Comité de lecture;1600;;__export__.account_journal_5;__export__.account_period_10
1190;2015-9-1;__export__.account_journal_5;1;__export__.account_period_10;__export__.account_account_215;2015-9-1;Réalisat° mandat La construct° un indice Gd Geneve;;4800;__export__.account_journal_5;__export__.account_period_10
;;;;;__export__.account_account_134;2015-9-1;Réalisat° mandat La construct° un indice Gd Geneve;4800;;__export__.account_journal_5;__export__.account_period_10
1191;2015-9-1;__export__.account_journal_5;1;__export__.account_period_10;__export__.account_account_215;2015-9-1;Réalisat° «màj rapport durabilité» Ville Carouge;;2400;__export__.account_journal_5;__export__.account_period_10
;;;;;__export__.account_account_134;2015-9-1;Réalisat° «màj rapport durabilité» Ville Carouge;2400;;__export__.account_journal_5;__export__.account_period_10
1210;2015-9-1;__export__.account_journal_5;1;__export__.account_period_10;__export__.account_account_216;2015-9-1;Dépôt – Fond de tiers, suite de Lodge B;;4800;__export__.account_journal_5;__export__.account_period_10
;;;;;__export__.account_account_134;2015-9-1;Dépôt – Fond de tiers, suite de Lodge B;4800;;__export__.account_journal_5;__export__.account_period_10
1211;2015-9-1;__export__.account_journal_5;1;__export__.account_period_10;__export__.account_account_216;2015-9-1;41970 - CRUS, Train 2 Dacar;;10000;__export__.account_journal_5;__export__.account_period_10
;;;;;__export__.account_account_134;2015-9-1;41970 - CRUS, Train 2 Dacar;10000;;__export__.account_journal_5;__export__.account_period_10
1212;2015-9-1;__export__.account_journal_5;1;__export__.account_period_10;__export__.account_account_216;2015-9-1;39401 - RCSO, Lodge B;;6000;__export__.account_journal_5;__export__.account_period_10
;;;;;__export__.account_account_134;2015-9-1;39401 - RCSO, Lodge B;6000;;__export__.account_journal_5;__export__.account_period_10
1214;2015-9-1;__export__.account_journal_5;1;__export__.account_period_10;__export__.account_account_216;2015-9-1;40508 - CRUS, linked swissbib.ch;;6000;__export__.account_journal_5;__export__.account_period_10
;;;;;__export__.account_account_134;2015-9-1;40508 - CRUS, linked swissbib.ch;6000;;__export__.account_journal_5;__export__.account_period_10
1215;2015-9-1;__export__.account_journal_5;1;__export__.account_period_10;__export__.account_account_216;2015-9-1;publication et comité;;1600;__export__.account_journal_5;__export__.account_period_10
;;;;;__export__.account_account_134;2015-9-1;publication et comité;1600;;__export__.account_journal_5;__export__.account_period_10
1220;2015-9-1;__export__.account_journal_5;1;__export__.account_period_10;__export__.account_account_216;2015-9-1;Projet SLSP;;400;__export__.account_journal_5;__export__.account_period_10
;;;;;__export__.account_account_134;2015-9-1;Projet SLSP;400;;__export__.account_journal_5;__export__.account_period_10
1281;2015-9-1;__export__.account_journal_5;1;__export__.account_period_10;__export__.account_account_217;2015-9-1;CISCO - Administration/Académie;;1600;__export__.account_journal_5;__export__.account_period_10
;;;;;__export__.account_account_134;2015-9-1;CISCO - Administration/Académie;1600;;__export__.account_journal_5;__export__.account_period_10
1289;2015-9-1;__export__.account_journal_5;1;__export__.account_period_10;__export__.account_account_218;2015-9-1;Math Passerelle EHG;;320;__export__.account_journal_5;__export__.account_period_10
;;;;;__export__.account_account_134;2015-9-1;Math Passerelle EHG;320;;__export__.account_journal_5;__export__.account_period_10
1360;2015-9-1;__export__.account_journal_5;1;__export__.account_period_10;__export__.account_account_219;2015-9-1;Coordination Matu Spé;;400;__export__.account_journal_5;__export__.account_period_10
;;;;;__export__.account_account_134;2015-9-1;Coordination Matu Spé;400;;__export__.account_journal_5;__export__.account_period_10
1366;2015-9-1;__export__.account_journal_5;1;__export__.account_period_10;__export__.account_account_219;2015-9-1;Participation RCSO;;2000;__export__.account_journal_5;__export__.account_period_10
;;;;;__export__.account_account_134;2015-9-1;Participation RCSO;2000;;__export__.account_journal_5;__export__.account_period_10
1368;2015-9-1;__export__.account_journal_5;1;__export__.account_period_10;__export__.account_account_219;2015-9-1;Projet COWABOO;;1200;__export__.account_journal_5;__export__.account_period_10
;;;;;__export__.account_account_134;2015-9-1;Projet COWABOO;1200;;__export__.account_journal_5;__export__.account_period_10
1369;2015-9-1;__export__.account_journal_5;1;__export__.account_period_10;__export__.account_account_219;2015-9-1;coord LTI Rédaction internet Chancellerie;;800;__export__.account_journal_5;__export__.account_period_10
;;;;;__export__.account_account_134;2015-9-1;coord LTI Rédaction internet Chancellerie;800;;__export__.account_journal_5;__export__.account_period_10
1370;2015-9-1;__export__.account_journal_5;1;__export__.account_period_10;__export__.account_account_219;2015-9-1;S2 diet compta 12h*2.2;;0;__export__.account_journal_5;__export__.account_period_10
;;;;;__export__.account_account_134;2015-9-1;S2 diet compta 12h*2.2;0;;__export__.account_journal_5;__export__.account_period_10
1371;2015-9-1;__export__.account_journal_5;1;__export__.account_period_10;__export__.account_account_219;2015-9-1;Hermes Coordination pédagogique;;400;__export__.account_journal_5;__export__.account_period_10
;;;;;__export__.account_account_134;2015-9-1;Hermes Coordination pédagogique;400;;__export__.account_journal_5;__export__.account_period_10
1374;2015-9-1;__export__.account_journal_5;1;__export__.account_period_10;__export__.account_account_219;2015-9-1;Montage GIVEN;;1200;__export__.account_journal_5;__export__.account_period_10
;;;;;__export__.account_account_134;2015-9-1;Montage GIVEN;1200;;__export__.account_journal_5;__export__.account_period_10
1376;2015-9-1;__export__.account_journal_5;1;__export__.account_period_10;__export__.account_account_219;2015-9-1;projet Européen OI-Net;;800;__export__.account_journal_5;__export__.account_period_10
;;;;;__export__.account_account_134;2015-9-1;projet Européen OI-Net;800;;__export__.account_journal_5;__export__.account_period_10
1378;2015-9-1;__export__.account_journal_5;1;__export__.account_period_10;__export__.account_account_219;2015-9-1;Mandat sensi SSI LORO;;250;__export__.account_journal_5;__export__.account_period_10
;;;;;__export__.account_account_134;2015-9-1;Mandat sensi SSI LORO;250;;__export__.account_journal_5;__export__.account_period_10
1379;2015-9-1;__export__.account_journal_5;1;__export__.account_period_10;__export__.account_account_219;2015-9-1;RCSO Transdem;;1680;__export__.account_journal_5;__export__.account_period_10
;;;;;__export__.account_account_134;2015-9-1;RCSO Transdem;1680;;__export__.account_journal_5;__export__.account_period_10
1380;2015-9-1;__export__.account_journal_5;1;__export__.account_period_10;__export__.account_account_219;2015-9-1;REGSI;;480;__export__.account_journal_5;__export__.account_period_10
;;;;;__export__.account_account_134;2015-9-1;REGSI;480;;__export__.account_journal_5;__export__.account_period_10
1425;2015-9-1;__export__.account_journal_5;1;__export__.account_period_10;__export__.account_account_220;2015-9-1;39477-Développement projet CTI Infonomics;;0;__export__.account_journal_5;__export__.account_period_10
;;;;;__export__.account_account_134;2015-9-1;39477-Développement projet CTI Infonomics;0;;__export__.account_journal_5;__export__.account_period_10
1426;2015-9-1;__export__.account_journal_5;1;__export__.account_period_10;__export__.account_account_220;2015-9-1;36341-Développement projet CTI SICS;;0;__export__.account_journal_5;__export__.account_period_10
;;;;;__export__.account_account_134;2015-9-1;36341-Développement projet CTI SICS;0;;__export__.account_journal_5;__export__.account_period_10
1428;2015-9-1;__export__.account_journal_5;1;__export__.account_period_10;__export__.account_account_220;2015-9-1;Prospection de mandats;;0;__export__.account_journal_5;__export__.account_period_10
;;;;;__export__.account_account_134;2015-9-1;Prospection de mandats;0;;__export__.account_journal_5;__export__.account_period_10
